head,relation,tail,label
Bruno_Nicolai,associatedBand,Gianni_Morandi,0
Hayley_Westenra,associatedBand,Dalida,0
Hayley_Westenra,associatedMusicalArtist,Bruno_Nicolai,0
Dalida,associatedMusicalArtist,Alessandro_Alessandroni,0
Bruno_Nicolai,associatedMusicalArtist,Gianni_Morandi,0
Hayley_Westenra,associatedMusicalArtist,Dalida,0
Dalida,associatedMusicalArtist,Hayley_Westenra,0
Tsung-Dao_Lee,doctoralAdvisor,Luigi_Puccianti,0
Luigi_Puccianti,doctoralStudent,Tsung-Dao_Lee,0
Jazz,derivative,Contemporary_classical_music,0
Sand_bubbler_crab,predecessor,John_of_Saxony,0
Sand_bubbler_crab,parent,John_of_Saxony,0
The_Portland_Cello_Project,genre,Synthpop,0
Cowboys_International,associatedMusicalArtist,Big_in_Japan_(band),0
Maximum_Joy_(album),musicalArtist,Frankie_Goes_to_Hollywood,0
Maximum_Joy_(album),musicalBand,Frankie_Goes_to_Hollywood,0
British_Virgin_Islands,leader,Peter_M._Christian,0
Endavant,country,Second_Spanish_Republic,0
The_Heart_of_New_York_(Captain_Scarlet),company,AP_Films,0
Arnold_Houbraken,birthPlace,Amsterdam,0
France_Prešeren,occupation,Poet,0
Love_Is_Dangerous,formerBandMember,Bekka_Bramlett,0
Frederick_Manson_Bailey,deathPlace,London,0
Mainz,leader,Angela_Merkel,0
116_Clique,series,Godzilla_(franchise),0
Prosartes,division,Cadillac,0
Organization_for_Security_and_Co-operation_in_Europe,capital,Saint_Peter_Port,0
Mambo_(music),stylisticOrigin,Hip_hop_music,0
New_jack_swing,musicSubgenre,Gangsta_rap,0
Henry_Augustus_Rowland,almaMater,Johns_Hopkins_School_of_Medicine,0
Chris_O'Grady,team,England_national_football_team,0
Arsène_Wenger,team,Nagoya_Grampus,0
Panhard_M3,usedInWar,1895_Counter-revolution_in_Hawaii,0
Layin'_da_Smack_Down,genre,Hip_hop_music,0
System_Shock_2,publisher,Id_Software,0
Grand_Theft_Auto:_Vice_City,genre,First-person_shooter,0
Sektor_Gaza,genre,Heavy_metal_music,0
Kansas_City_jazz,instrument,Drum_kit,0
Horror_punk,derivative,Grunge,0
Horror_punk,musicFusionGenre,Progressive_metal,0
Julie_Dawn_Cole,deathPlace,Guildford,0
Mina_Harker,religion,Anglicanism,0
Roger_Guesnerie,field,Artificial_intelligence,0
Max_Weber,field,Economics,0
Roger_Guesnerie,influenced,Daniel_Kahneman,0
Milacidae,class,Elasmobranchii,0
Kandeh_Yumkella,almaMater,University_of_Sheffield,0
ERepublik,language,Armenian_language,0
Tabriz,leader,Ali_Khamenei,0
Hexen:_Beyond_Heretic,keyPerson,Tim_Willits,0
Contemporary_classical_music,stylisticOrigin,Folk_music,0
Edward_Vesala,instrument,Clarinet,0
Gangsta_rap,derivative,Hip_hop_music,0
Johnny_Pate,musicFusionGenre,Mambo_(music),0
Johnny_Pate,musicFusionGenre,Neo_soul,0
Njenga_Karume,almaMater,University_of_Cambridge,0
Warren_Ellis,influenced,Thomas_M._Disch,0
Will_Self,influenced,Warren_Ellis,0
Warren_Ellis,influenced,Will_Self,0
Dennis_DeConcini,deathPlace,"Tucson,_Arizona",0
David_M._Jones,award,Nebula_Award,0
Athanasius_of_Alexandria,birthPlace,Pannonia,0
Stanisław_Albrecht_Radziwiłł,birthPlace,London,0
Corinne_Calvet,deathPlace,"Stanford,_New_York",0
Larry_LaRocco,almaMater,University_of_Southern_California,0
Patrick_Wayne,spouse,Josephine_Wayne,0
Gloria_Talbott,child,Patrick_Wayne,0
Margaret_Hamburg,president,George_W._Bush,0
John_M._Dalton,governor,Warren_E._Hearnes,0
Warren_E._Hearnes,governor,Kit_Bond,0
I_Don't_Think_I'm_Ready_for_You,recordLabel,Mammoth_Records,0
Ranulf_de_Glanvill,parent,Henry_II_of_England,0
Friedrich_Wilhelm_Kritzinger,deathPlace,Allied-occupied_Germany,0
Sweet_Mama_(film),language,Korean_language,0
Kurt_Danziger,deathPlace,Germany,0
Hever_Castle,type,Multiple_rocket_launcher,0
Panhard_M3,usedInWar,2006_Lebanon_War,0
Icelandic_Australians,populationPlace,Germany,0
Madagascar,leader,"Henri,_Grand_Duke_of_Luxembourg",0
David_Eddings,influencedBy,Algernon_Charles_Swinburne,0
Algernon_Charles_Swinburne,influenced,David_Eddings,0
Friedhelm_Konietzka,country,Anglicanism,0
World_(album),genre,Drum_and_bass,0
Regína_Ósk,genre,Neo_soul,0
Aleksei_Nikolayevich_Leonov,deathPlace,Soviet_Union,0
Valery_Todorovsky,nationality,Soviet_Union,0
Alexei_Pakhomov,predecessor,Nikolai_Yezhov,0
Revolution_(Stefanie_Heinzmann_song),recordedIn,Record_Plant,0
Lake_Malawi,capital,Lilongwe,0
The_Girl_with_the_Red_Scarf_(TV_series),associatedBand,Silüetler,0
The_Girl_with_the_Red_Scarf_(TV_series),associatedMusicalArtist,Silüetler,0
Peter_Leeson,field,Max_Weber,0
György_Lukács,influencedBy,Georg_Simmel,0
Georg_Simmel,influencedBy,Werner_Sombart,0
Werner_Sombart,influenced,Georg_Simmel,0
Georges_Sorel,influenced,György_Lukács,0
Russell_Payne_(author),influencedBy,George_Orwell,0
Japanese_people,regionalLanguage,English_language,0
Jenna_McDougall,instrument,Percussion_instrument,0
Prince_Tui_Teka,genre,Jazz,0
Z-Trip,bandMember,DJ_Lord,0
University_of_Cambridge,city,London,0
Larry_LaRocco,almaMater,Syracuse_University,0
University_of_Kansas,type,Land-grant_university,0
Mitsubishi_Lancer_Evolution,bodyStyle,Convertible,0
Raymond_Barre,deathPlace,French_Third_Republic,0
Edwin_Charles_Tubb,residence,London,0
Magnus_Dahlström,birthPlace,Finland,0
Kai_Haaskivi,deathPlace,Finland,0
Ivano-Frankivsk,governmentType,Republic,0
Norman_Malcolm,philosophicalSchool,Rationalism,0
Denis_Diderot,influencedBy,William_of_Ockham,0
Grant_Naylor,starring,Craig_Charles,0
Muppet_Babies,company,Grant_Naylor,0
Trey_Gunn,associatedBand,The_Roches,0
Alone_Again_Or,associatedBand,The_Damned_(band),0
The_Roches,associatedBand,Trey_Gunn,0
Trey_Gunn,associatedMusicalArtist,The_Roches,0
Alone_Again_Or,associatedMusicalArtist,The_Damned_(band),0
The_Roches,associatedMusicalArtist,Trey_Gunn,0
Sachin_Khedekar,birthPlace,Mumbai,0
Alam_Lohar,birthPlace,Presidencies_and_provinces_of_British_India,0
Chhabildas_Mehta,nationality,Indian_nationality_law,0
Michael_Ashburner,almaMater,Imperial_College_London,0
Eddie_Bond,associatedBand,Class_of_'55,0
Eddie_Bond,associatedMusicalArtist,Class_of_'55,0
Kežmarok,ethnicGroup,Hungarians_in_Slovakia,0
Kežmarok,leader,Robert_Fico,0
Al-Adil_I,placeOfBurial,Syria,0
British_Virgin_Islands,officialLanguage,Korean_language,0
Korea_under_Japanese_rule,ethnicGroup,Chinese_people_in_Korea,0
Michael_Westmore,creator,Rick_Berman,0
Rick_Berman,starring,Alexander_Siddig,0
Michael_Westmore,executiveProducer,Rick_Berman,0
Rick_Berman,executiveProducer,Showrunner,0
Thomas_Kwok,education,University_of_Cambridge,0
Ilya_Arkhipovich_Vlasenko,deathPlace,Belarus,0
Five_(band),formerBandMember,Geri_Halliwell,0
The_Big_Red_One,musicComposer,Ennio_Morricone,0
Jerome,veneratedIn,Anglicanism,0
Wynford_Vaughan-Thomas,majorShrine,Pembrokeshire,0
Wynford_Vaughan-Thomas,birthPlace,Pembrokeshire,0
Sid_Moffat,deathPlace,Pembrokeshire,0
Cowboys_International,associatedBand,Big_in_Japan_(band),0
Apartment_(Bristol_band),associatedBand,Europeans_(band),0
Apartment_(Bristol_band),associatedMusicalArtist,Europeans_(band),0
Gridlock'd,distributor,Universal_Studios,0
Benemérita_Universidad_Autónoma_de_Puebla,type,Flagship,0
University_of_Texas_Medical_Branch,affiliation,Consortium_for_North_American_Higher_Education_Collaboration,0
Hannibal_(Harris_novel),literaryGenre,Psychological_horror,0
10-8:_Officers_on_Duty,starring,Everett_McGill,0
Harper's_Island,company,Spelling_Television,0
Stanisław_Albrecht_Radziwiłł,restingPlace,London,0
Captain_of_the_Guard_(film),starring,David_Morse_(actor),0
Livonian_Order,patron,Saint_George,0
Moselle_Franconian_dialects,spokenIn,South_Africa,0
Robert_Fripp,formerBandMember,Jon_Moss,0
Jon_Moss,formerBandMember,Bryn_Merrick,0
The_Miserable_Rich,hometown,London,0
Pink_Anvil,recordLabel,Nitro_Records,0
8th_Regiment_Alabama_Infantry,battle,Seven_Days_Battles,0
White_Queen_(Through_the_Looking-Glass),partner,Helena_Bonham_Carter,0
Kone,locationCountry,Finland,0
Nippon_Paper_Industries,industry,Paper,0
Weezer_(1994_album),associatedMusicalArtist,Weezer,0
English_language,languageFamily,Insular_Celtic_languages,0
English_language,languageFamily,Brittonic_languages,0
Jane_by_Design,operatingSystem,Sinclair_BASIC,0
Strategic_Simulations,crosses,Charles_River,0
Anatoliy_Skorokhod,birthPlace,"Lansing,_Michigan",0
Jacques_Villeneuve,firstRace,1980_Argentine_Grand_Prix,0
Neptune_Towers,formerBandMember,Darkthrone,0
Valhall_(band),associatedBand,Neptune_Towers,0
Valhall_(band),associatedBand,Storm_(Norwegian_band),0
Nick_Pollock,associatedBand,Valhall_(band),0
Valhall_(band),associatedMusicalArtist,Neptune_Towers,0
Valhall_(band),associatedMusicalArtist,Storm_(Norwegian_band),0
Nick_Pollock,associatedMusicalArtist,Valhall_(band),0
The_Judds_(TV_series),composer,Edd_Kalehoff,0
Confessions_of_an_Indian_Teenager,format,480i,0
Kabayama_Sukenori,award,Pritzker_Architecture_Prize,0
Richard_Longo,battle,Gulf_War,0
Hikaru_Matsunaga,influenced,John_Scotus_Eriugena,0
Lockheed_Martin,launchSite,Kennedy_Space_Center_Launch_Complex_39,0
Kennedy_Space_Center_Launch_Complex_39,manufacturer,Lockheed_Martin,0
Jules_Aarons,training,Syracuse_University,0
Michal_Peňaška,deathPlace,Civita_Castellana,0
William_Richardson_Linton,ethnicity,Scottish_people,0
Rockin'_with_the_Rhythm_of_the_Rain,recordLabel,Colgems_Records,0
John_Sanford_(governor),predecessor,Nicholas_Easton,0
George_Washington_Lent_Marr,birthPlace,Wessex,0
Thomas_Traynor,restingPlace,Waltham_Abbey_(town),0
Illinois's_2nd_congressional_district,birthPlace,"Fayette_County,_Kentucky",0
Mitchell_Cary_Alford,region,Illinois's_2nd_congressional_district,0
John_S._Mason,spouse,Lucretia_Garfield,0
Gmina_Września,part,Kępno_County,0
Joe_Morton,child,Isabella_Rossellini,0
Mihailo_Petrović,doctoralAdvisor,Jean_Gaston_Darboux,0
Jovan_Erdeljanović,doctoralStudent,Mihailo_Petrović,0
Terry_W._Gee,almaMater,Louisiana_State_University,0
Jill_Long_Thompson,religion,United_Church_of_Christ,0
William_J._Fleniken,religion,United_Methodist_Church,0
William_J._Fleniken,predecessor,Eugene_McCarthy,0
Pallasca_Province,country,Bolivia,0
Billy_Bush_(record_producer),recordLabel,Capitol_Records,0
Mansize_Rooster,associatedMusicalArtist,The_Jennifers,0
Deloitte,locationCity,London,0
Circa_(band),bandMember,Steve_Howe_(musician),0
Steve_Howe_(musician),associatedMusicalArtist,Circa_(band),0
"Prince_Edward_County,_Virginia",writer,Joseph_W._Farnham,0
John_Stasko,deathPlace,Georgia_(U.S._state),0
Dhaval_Gada,deathPlace,Mumbai,0
The_Sign_of_the_Twisted_Candles,musicComposer,Bill_Conti,0
Ken_Mayes,deathPlace,"Doylestown,_Pennsylvania",0
MorphOS,influenced,MiniD,0
Suzy_Bogguss,location,"Alexandria,_Minnesota",0
Fakhruddin_Ahmed,almaMater,Pachaiyappa's_College,0
Street_Fighter_II′:_Champion_Edition,child,Leto_II_Atreides,0
Beatrix_Lehmann,deathPlace,Buckinghamshire,0
Hypermastus,class,Insect,0
Diadegma_patruele,order,Lepidoptera,0
JLL_(company),product,Real_estate,0
Rabobank,subsidiary,Mitsubishi,0
Kahil_El'Zabar,instrument,Moog_synthesizer,0
Epixerus,order,Gadiformes,0
Drepatelodes,order,Ostariophysi,0
Sabena_Flight_Academy,industry,Aerospace_engineering,0
Gateway_(film),canton,Solothurn,0
Gateway_(film),district,Solothurn,0
Melissa_Newman,birthPlace,"Shaker_Heights,_Ohio",0
Myrna_Loy,child,Melissa_Newman,0
Mike_Padden,education,Washington_(state),0
W._Darrell_Overdyke,religion,Southern_Baptist_Convention,0
German_occupation_of_Czechoslovakia,architect,Frederick_Law_Olmsted,0
D._Vinayachandran,field,Video,0
Madfly,hometown,Washington_(state),0
The_Portland_Cello_Project,genre,Grunge,0
Jason_Everman,associatedBand,Alice_in_Chains,0
Jason_Everman,associatedMusicalArtist,Alice_in_Chains,0
Happenings_Ten_Years_Time_Ago,producer,Jimmy_Page,0
Don_Vito_(producer),hometown,Georgia_(U.S._state),0
River_Vyrnwy,city,Shrewsbury,0
River_Vyrnwy,city,Bristol,0
BBC_West,leftTributary,River_Vyrnwy,0
"Hugh_Cholmondeley,_6th_Marquess_of_Cholmondeley",almaMater,University_College_London,0
French_River_(Ontario),part,Georgian_Bay,0
The_Crime_of_Monsieur_Lange,department,Vienne,0
56th_Guards_District_Training_Center,country,Belarus,0
Neo_soul,stylisticOrigin,Heavy_metal_music,0
Royal_University_of_Phnom_Penh,governmentType,Municipal_council,0
Bacillaceae,class,Agaricomycetes,0
Sclerodermatineae,class,Phallomycetidae,0
Oprah_Winfrey,starring,Billy_Bob_Thornton,0
Amsterdam-Zuid,capital,Amsterdam,0
X-Men:_The_Last_Stand,starring,Jodie_Foster,0
"Edward_Plunkett,_18th_Baron_of_Dunsany",birthPlace,"Spokane,_Washington",0
"Edward_Plunkett,_18th_Baron_of_Dunsany",deathPlace,"Carson_City,_Nevada",0
Algernon_Charles_Swinburne,influencedBy,"Edward_Plunkett,_18th_Baron_of_Dunsany",0
Zaanstad,leader,Jack_Lew,0
Stade_du_28_Septembre,isPartOf,Conakry,0
"Palanca,_Bacău",timeZone,Coordinated_Universal_Time,0
Blood_Promise_(novel),country,Malawi,0
Men_in_Black_II,isPartOf,Maseru_District,0
Eastern_European_Time,countySeat,"Frankfort,_Indiana",0
Eastern_European_Time,largestCity,"Frankfort,_Indiana",0
David_Nakhid,country,Trinidad_and_Tobago,0
"Woodland,_Washington",state,Washington_(state),0
Iron_Sky:_The_Coming_Race,bandMember,Laibach_(band),0
"Clackamas,_Oregon",isPartOf,Washington_(state),0
Battle_of_Ramnagar,place,Picardy,0
Capture_of_Fricourt,commander,Philip_VI_of_France,0
Communist_Party_of_the_Peoples_of_Spain,country,Slovakia,0
Abayudaya,related,Great_Lakes_Twa,0
The_Warfare_of_Genghis_Khan,starring,Moira_Kelly,0
Walter_Jon_Williams,award,Nicaragua,0
Afro-Honduran,license,BSD_licenses,0
Vanajan_Autotehdas,country,Finland,0
Turda,leaderName,Social_Democratic_Party_(Romania),0
Tim_Kane,birthPlace,"East_Lansing,_Michigan",0
Cushman_Kellogg_Davis,knownFor,Alphabet_Inc.,0
Stephen_R._Fitzgarrald,almaMater,University_of_Michigan,0
Guilty_Gear_X2_updated_versions,type,Kabushiki_gaisha,0
Nii_Amaa_Ollennu,politicalPartyInLegislature,Scottish_National_Party,0
Maggie_Chapman,politicalPartyInLegislature,Scottish_Green_Party,0
The_Barbarian_(1933_film),writer,Waldemar_Young,0
Max_Dehn,doctoralStudent,Victor_Weisskopf,0
Klaus_Dudenhöfer,birthPlace,Wrocław,0
Ruth_Moufang,almaMater,University_of_Göttingen,0
Georgia_State_University,state,Louisiana,0
Leonard_Greene,occupation,Jedi,0
Trevor_Devall,series,Star_Wars,0
Jango_Fett,lastAppearance,Star_Wars:_The_Clone_Wars_(2008_TV_series),0
Anna-Teresa_Tymieniecka,arrondissement,Cayenne,0
Janko_Drašković,occupation,Mineralogy,0
Sonia_Yasmin_Ali,occupation,Optics,0
Crack_a_Bottle,artist,Eminem,0
Ice_(2011_miniseries),capital,Ibiza_(town),0
Jimmy_Wang_Yu,largestCity,Ibiza_(town),0
Second_Spanish_Republic,city,Barcelona,0
CAMI_Automotive,owner,General_Motors,0
CAMI_Automotive,owningCompany,General_Motors,0
Libourne,part,"Langon,_Gironde",0
"Langon,_Gironde",part,Libourne,0
Raymond_Huntley,deathPlace,Warwickshire,0
Julia_Fordham,genre,Modernism,0
Albert_François_Lebrun,birthPlace,Pas-de-Calais,0
Albert_François_Lebrun,deputy,Pierre-Étienne_Flandin,0
Pierre-Étienne_Flandin,president,Albert_François_Lebrun,0
Paul_Doumer,predecessor,Albert_François_Lebrun,0
Gary_Russell,occupation,Priest,0
Ralph_Edwards_(conservationist),deathPlace,British_Columbia,0
List_of_Ghost_Whisperer_characters,director,John_Gray_(director),0
List_of_Ghost_Whisperer_characters,starring,Michelle_Johnson_(actress),0
Universal_Soldier:_The_Return,director,Bob_Fosse,0
Star_80,producer,Daniel_Melnick,0
Universal_Soldier:_The_Return,writer,Bob_Fosse,0
Bob_Fosse,editing,Alan_Heim,0
"Torrent,_Valencia",leaderParty,Spanish_Socialist_Workers'_Party,0
Grandas_de_Salime,isPartOf,Province_of_Huesca,0
Province_of_Huesca,isPartOf,Hoya_de_Huesca/Plana_de_Uesca,0
Alexsandro_Ribeiro_da_Silva,residence,Maceió,0
Carl_Shipp_Marvel,almaMater,University_of_Brasília,0
"James_Graham,_1st_Duke_of_Montrose",birthPlace,Kingdom_of_Great_Britain,0
Exodus_(Exo_album),genre,Peer-to-peer_file_sharing,0
Tynemouth,isPartOf,North_East_England,0
"Okanogan,_Washington",routeEnd,"Olympia,_Washington",0
Daniel_Melnick,restingPlace,"Quogue,_New_York",0
Jens_Böhrnsen,successor,Jürgen_Trittin,0
Ursula_von_der_Leyen,president,Horst_Köhler,0
Hidalgo_(state),isPartOf,Zacatecas,0
Johann_Eduard_Erdmann,influencedBy,Ludwig_Feuerbach,0
John_Cazale,cinematography,Gordon_Willis,0
Zunzgen,type,Castle,0
Kavli_Prize,largestCity,"Navarre,_Florida",0
We_Faw_Down,writer,"George_Marion,_Jr.",0
Avalanche_Express,starring,Myrna_Loy,0
The_Unholy_(1988_film),starring,Timothy_Bottoms,0
Johnny_Got_His_Gun_(film),cinematography,Robert_Surtees_(cinematographer),0
The_Front,director,Woody_Allen,0
Vicky_Cristina_Barcelona,starring,Woody_Allen,0
U.S._Route_302,starring,Chester_Conklin,0
"Catonsville,_Maryland",routeJunction,Baltimore,0
Love_Me_Tonight,director,Leo_McCarey,0
We_Faw_Down,writer,Leo_McCarey,0
Leo_McCarey,starring,Max_Davidson,0
John_Lennon_Anthology,recordLabel,Apple_Records,0
Hans_Ulrich_von_Eggenberg,birthPlace,"Muscatine,_Iowa",0
Dalechampia,family,Oleaceae,0
Cyclocarya,order,Ericales,0
"East_Longmeadow,_Massachusetts",countySeat,"Springfield,_Massachusetts",0
"Holyoke,_Massachusetts",largestCity,"Springfield,_Massachusetts",0
An_Eye_for_an_Eye_(1966_film),starring,John_Wayne,0
Pursued,starring,Montgomery_Clift,0
Robert_Middleton,musicComposer,Dimitri_Tiomkin,0
Friendly_Persuasion_(1956_film),editing,Christian_Nyby,0
Bedtime_for_Bonzo,cinematography,Joseph_A._Valentine,0
Union_for_the_New_Republic,ideology,Basque_nationalism,0
J._G._Ballard,influencedBy,Jonathan_Swift,0
Alexandre_Kojève,mainInterest,Economics,0
Paul_Whitsun-Jones,parent,Philip_VI_of_France,0
Paul_Whitsun-Jones,successor,John_II_of_France,0
Servants'_Entrance,starring,Brian_Donlevy,0
Penguin_Group,parentCompany,Random_House,0
Abt_Sportsline,regionServed,Germany,0
Sky_Italia,industry,Mass_media,0
Living_TV_Group,subsidiary,Sky_Italia,0
A_Dangerous_Profession,cinematography,Ted_Tetzlaff,0
Antonio_Maceda,team,Celaya_F.C.,0
David_Mazzoncini,team,Spain_national_under-21_football_team,0
Hole_in_My_Heart_(Alphabeat_song),bandMember,The_Magnetic_Fields,0
Vucherens,city,"Écublens,_Vaud",0
Franco–Siamese_War,birthPlace,French_Indochina,0
Miguel_Atwood-Ferguson,genre,Indie_folk,0
"Van_Buren_Charter_Township,_Michigan",countySeat,"Moulton,_Alabama",0
"Van_Buren_Charter_Township,_Michigan",largestCity,"Moulton,_Alabama",0
Romain_Rolland,birthPlace,Chinon,0
RjDj,location,London,0
River_Anker,region,London,0
Westroads_Mall_shooting,birthPlace,"Omaha,_Nebraska",0
Edmund_Heuberger,residence,Zürich,0
38_Studios,award,Inkpot_Award,0
New_Zealand_Wars,commander,Larbi_Ben_M'hidi,0
Dean_Richards_(footballer),birthPlace,Leeds,0
Pierre_François_Xavier_de_Charlevoix,region,Picardy,0
Floor_Jansen,bandMember,Tuomas_Holopainen,0
Irene_Jansen,bandMember,Floor_Jansen,0
Evergrey,hometown,Finland,0
Vanajan_Autotehdas,location,Finland,0
Miss_America_(Måns_Zelmerlöw_song),relation,Wolfram_Freiherr_von_Richthofen,0
"Belmar,_New_Jersey",governmentType,Borough_(New_Jersey),0
Stuck_with_You,bandMember,Huey_Lewis,0
Huey_Lewis,bandMember,Huey_Lewis_and_the_News,0
Huey_Lewis,formerBandMember,Huey_Lewis_and_the_News,0
The_Beatles'_Story,recordLabel,Chrysalis_Records,0
Gmina_Inowrocław,part,Aleksandrów_County,0
Gmina_Bukowiec,part,Brodnica_County,0
Gmina_Skępe,part,Golub-Dobrzyń_County,0
Las_Vegas,routeJunction,"Barstow,_California",0
"Barstow,_California",routeJunction,Las_Vegas,0
Supermercados_Peruanos,country,Peru,0
Black_Cat_Bones,foundedBy,Peter_Rehberg,0
Tromsø_IL,ground,Lerkendal_Stadion,0
"Hugh_Cholmondeley,_6th_Marquess_of_Cholmondeley",influencedBy,J._G._Ballard,0
Swedish_Air_Force,manufacturer,Saab_Group,0
U.S._Route_70,routeJunction,"Lake_City,_Florida",0
"Lake_City,_Florida",routeJunction,"Knoxville,_Tennessee",0
Ron_Feinberg,series,Winnie-the-Pooh,0
The_Pac-Man/Little_Rascals/Richie_Rich_Show,voice,Ron_Feinberg,0
Winnie-the-Pooh,voice,Bud_Luckey,0
Angus_McDonald_(Virginia_militiaman),battle,War_of_1812,0
Vanessa_Marcil,starring,Corey_Feldman,0
Home_Alone_(franchise),writer,Chris_Columbus_(filmmaker),0
The_Steve_Wilkos_Show,format,Compact_disc,0
All_Through_the_Night_(Cyndi_Lauper_song),writer,Cyndi_Lauper,0
True_Colors_(Cyndi_Lauper_album),musicalArtist,Cyndi_Lauper,0
True_Colors_(Cyndi_Lauper_album),musicalBand,Cyndi_Lauper,0
True_Colors_(Cyndi_Lauper_album),subsequentWork,All_Through_the_Night_(Cyndi_Lauper_song),0
The_Goonies,spouse,Vanessa_Marcil,0
All_Through_the_Night_(Cyndi_Lauper_song),producer,Cyndi_Lauper,0
Hat_Full_of_Stars,starring,Cyndi_Lauper,0
True_Colors_(Cyndi_Lauper_album),starring,Peter_Falk,0
Live_for_You_(album),recordLabel,Myrrh_Records,0
Jacques_Nolot,leaderParty,Socialist_Party_(France),0
Flying_Other_Brothers,spouse,G._E._Smith,0
2014_Real_Salt_Lake_season,isPartOf,Centre-Val_de_Loire,0
"Woodland,_Washington",countySeat,"Kelso,_Washington",0
Shawn_Moore,countySeat,"Martinsville,_Virginia",0
Eileen_Wilks,countySeat,"Monahans,_Texas",0
Lester_Roloff,countySeat,"Corsicana,_Texas",0
Lester_Roloff,largestCity,"Corsicana,_Texas",0
Seenu_(1999_film),countySeat,"Union_City,_Tennessee",0
Seenu_(1999_film),largestCity,"Union_City,_Tennessee",0
Go_Get_It_(album),countySeat,"Brownsville,_Tennessee",0
Mary_Mary_(album),largestCity,"Brownsville,_Tennessee",0
"Donald_Wills_Douglas,_Sr.",countySeat,"Dupree,_South_Dakota",0
Crow_(Australian_band),largestCity,"Dupree,_South_Dakota",0
"Ware_Shoals,_South_Carolina",state,South_Carolina,0
"Fairfield_County,_South_Carolina",countySeat,"Darlington,_South_Carolina",0
Ain't_Love_a_Bitch,countySeat,"Guymon,_Oklahoma",0
Ain't_Love_a_Bitch,largestCity,"Guymon,_Oklahoma",0
Jerry_Toppazzini,countySeat,"Alva,_Oklahoma",0
Srikakulam_district,isPartOf,"Hampden_County,_Massachusetts",0
55_Days_at_Peking,starring,Robert_Middleton,0
List_of_French_paratrooper_units,province,Metropolitan_City_of_Rome_Capital,0
2001_German_Grand_Prix,locationCountry,Germany,0
The_Carol_Burnett_Show,countySeat,"Portales,_New_Mexico",0
The_Carol_Burnett_Show,largestCity,"Portales,_New_Mexico",0
Peter_Cameron_(mathematician),doctoralStudent,Arthur_Moritz_Schoenflies,0
