head,relation,tail,label
11959489,_hypernym,06142118,0
01332730,_derivationally_related_form,01207951,0
00269258,_derivationally_related_form,00266806,0
09921792,_hypernym,10547145,0
02429695,_hypernym,02430045,0
00715868,_hypernym,06652242,0
07539367,_derivationally_related_form,07538965,0
02700104,_derivationally_related_form,02657219,0
01238640,_derivationally_related_form,01414088,0
13798491,_synset_domain_topic_of,06148148,0
01471070,_member_meronym,01591490,0
10721470,_derivationally_related_form,02302817,0
12328026,_member_meronym,12574866,0
00025985,_derivationally_related_form,00025654,0
10012815,_hypernym,00650353,0
02229055,_hypernym,06544142,0
01886407,_derivationally_related_form,02523275,0
02278470,_synset_domain_topic_of,06163751,0
05176607,_hypernym,00803325,0
11804604,_hypernym,11573660,0
04950537,_derivationally_related_form,04951186,0
04880573,_derivationally_related_form,04880830,0
01586941,_hypernym,14552802,0
07325190,_verb_group,02608347,0
01699537,_hypernym,01388130,0
01918184,_hypernym,04754862,0
08921850,_has_part,09330913,0
01526290,_derivationally_related_form,01525666,0
01065630,_derivationally_related_form,01037303,0
02510446,_derivationally_related_form,01627965,0
10029068,_derivationally_related_form,10029269,0
08982587,_has_part,04564413,0
00965035,_hypernym,06738281,0
00871195,_hypernym,06672297,0
04295881,_has_part,08571275,0
11128394,_instance_hypernym,09974648,0
02075727,_member_meronym,11658331,0
01238358,_derivationally_related_form,02337699,0
01071411,_derivationally_related_form,01259034,0
02612393,_member_meronym,02613181,0
01606335,_hypernym,11672400,0
10425946,_derivationally_related_form,02858231,0
14996020,_derivationally_related_form,15042542,0
01144133,_derivationally_related_form,01144355,0
01524885,_member_meronym,01569713,0
11717239,_member_meronym,11700676,0
01642437,_derivationally_related_form,01641914,0
05051896,_also_see,00781000,0
05774129,_derivationally_related_form,05779116,0
01201089,_hypernym,05546040,0
08995242,_instance_hypernym,10020890,0
04891010,_derivationally_related_form,04890112,0
01562584,_member_meronym,11735977,0
02306159,_member_meronym,01785532,0
04836683,_derivationally_related_form,00798245,0
07177437,_derivationally_related_form,07177924,0
00388065,_hypernym,00007846,0
11735570,_hypernym,11545714,0
02459173,_hypernym,03546340,0
01211019,_hypernym,10024119,0
05840650,_derivationally_related_form,05840188,0
08801678,_has_part,08951957,0
01318894,_hypernym,09239740,0
00856824,_derivationally_related_form,00860620,0
09626238,_also_see,00889831,0
01823370,_derivationally_related_form,01813668,0
02151966,_hypernym,10770059,0
00237259,_derivationally_related_form,00236999,0
00168910,_derivationally_related_form,00168588,0
01822773,_member_meronym,01825009,0
08860123,_member_of_domain_region,07491591,0
00062806,_derivationally_related_form,02526934,0
12334686,_hypernym,12334891,0
02008396,_derivationally_related_form,01848718,0
06892016,_derivationally_related_form,00795785,0
13892897,_derivationally_related_form,13889602,0
11776511,_hypernym,02554730,0
01775535,_derivationally_related_form,01775164,0
07144416,_derivationally_related_form,00876665,0
07314277,_derivationally_related_form,00344174,0
07292577,_derivationally_related_form,00421691,0
00548802,_derivationally_related_form,00549106,0
00684645,_derivationally_related_form,00687926,0
08272460,_derivationally_related_form,01471954,0
13798814,_synset_domain_topic_of,15253139,0
07215377,_hypernym,00933821,0
05822746,_hypernym,00734054,0
14753808,_hypernym,03828465,0
02372397,_hypernym,08207209,0
13240514,_hypernym,10389398,0
06845599,_member_of_domain_usage,07907037,0
03126385,_hypernym,01921964,0
04657876,_also_see,01076793,0
08176077,_member_meronym,09071690,0
00451461,_derivationally_related_form,02650840,0
11814440,_hypernym,01939598,0
00592883,_hypernym,06628861,0
09367203,_hypernym,02627934,0
01048718,_hypernym,10533983,0
04171629,_hypernym,02760429,0
01687876,_hypernym,03720163,0
06609909,_derivationally_related_form,06607339,0
01172275,_derivationally_related_form,01171183,0
13541491,_verb_group,00583242,0
01491235,_hypernym,02594250,0
02913152,_has_part,05467432,0
01628450,_hypernym,01626600,0
00633443,_derivationally_related_form,00634090,0
01721556,_hypernym,00010435,0
02683558,_hypernym,04983122,0
01096497,_hypernym,10372373,0
00387919,_hypernym,03113152,0
05917174,_derivationally_related_form,02747667,0
05154908,_derivationally_related_form,01207609,0
00730301,_hypernym,08592656,0
05576194,_hypernym,05566919,0
00407848,_derivationally_related_form,00406243,0
10979079,_instance_hypernym,09208496,0
04295881,_has_part,08590172,0
08699426,_instance_hypernym,08698379,0
09025584,_instance_hypernym,09411430,0
01014066,_derivationally_related_form,01014731,0
10229498,_derivationally_related_form,09614684,0
04306080,_hypernym,04412901,0
02268443,_member_meronym,02268148,0
02964389,_hypernym,01950798,0
10228278,_hypernym,08414119,0
02148788,_hypernym,00521562,0
01743784,_derivationally_related_form,10325774,0
04711435,_derivationally_related_form,04709253,0
00092293,_derivationally_related_form,00208497,0
05640433,_derivationally_related_form,05641959,0
01511380,_derivationally_related_form,00220276,0
02683558,_hypernym,07555014,0
02049696,_derivationally_related_form,01992503,0
13798814,_synset_domain_topic_of,00759694,0
02673480,_hypernym,06882561,0
08085535,_derivationally_related_form,08381436,0
02372397,_hypernym,00817680,0
06610992,_derivationally_related_form,09911570,0
01740721,_hypernym,00981830,0
08929922,_member_of_domain_region,13753067,0
12684640,_member_meronym,12716166,0
02244956,_derivationally_related_form,02245555,0
02582450,_hypernym,10266848,0
07014320,_derivationally_related_form,07014752,0
01970646,_hypernym,01835496,0
00002325,_hypernym,00831191,0
08766988,_has_part,08858248,0
07642471,_derivationally_related_form,07643306,0
02734800,_hypernym,00212414,0
03068707,_derivationally_related_form,02902250,0
01072949,_derivationally_related_form,01076370,0
01147060,_derivationally_related_form,01146918,0
05830059,_derivationally_related_form,14406573,0
02124332,_derivationally_related_form,02123672,0
07521437,_derivationally_related_form,07520612,0
09315159,_derivationally_related_form,14577469,0
00443231,_derivationally_related_form,00442115,0
11544769,_member_meronym,13184492,0
08017257,_synset_domain_topic_of,15259284,0
00201671,_derivationally_related_form,10724699,0
01254692,_hypernym,03764276,0
07975026,_derivationally_related_form,08307589,0
00410406,_hypernym,09620078,0
09466678,_derivationally_related_form,09206985,0
02913152,_has_part,02821627,0
08766988,_has_part,08794798,0
01978576,_derivationally_related_form,01921964,0
09902954,_hypernym,02490877,0
01974916,_hypernym,13610162,0
02219234,_member_meronym,02221414,0
02115324,_also_see,02422685,0
10423589,_derivationally_related_form,10065066,0
00849357,_similar_to,02392878,0
01932973,_hypernym,13954818,0
01549291,_also_see,02035337,0
01886220,_member_meronym,02372397,0
08334693,_synset_domain_topic_of,06090869,0
08334693,_synset_domain_topic_of,06054892,0
01894649,_hypernym,01708676,0
00521209,_hypernym,02137132,0
01336635,_hypernym,04453910,0
01801080,_derivationally_related_form,00664788,0
14422488,_hypernym,00203866,0
00592001,_hypernym,10016103,0
02772868,_derivationally_related_form,03194992,0
07963711,_derivationally_related_form,01462005,0
00945401,_derivationally_related_form,00945916,0
01600478,_hypernym,03997484,0
02632694,_hypernym,01432517,0
00117578,_hypernym,07480068,0
08544813,_has_part,15248020,0
03929660,_hypernym,04916342,0
11841529,_member_meronym,11845557,0
07370270,_hypernym,01970826,0
12092127,_member_meronym,13239471,0
02565687,_hypernym,00745005,0
02102484,_hypernym,05652926,0
11955896,_hypernym,12188289,0
03790512,_has_part,07734555,0
10178216,_hypernym,01405044,0
13600822,_derivationally_related_form,13617952,0
09025584,_instance_hypernym,09767700,0
00121865,_derivationally_related_form,02712443,0
08206460,_hypernym,08208016,0
01196316,_synset_domain_topic_of,08441203,0
08995242,_instance_hypernym,08633957,0
12680864,_hypernym,01942177,0
04194289,_has_part,06278136,0
00208497,_derivationally_related_form,00092293,0
06295235,_member_of_domain_usage,10719395,0
01899262,_derivationally_related_form,01229976,0
10548681,_derivationally_related_form,00590518,0
01139865,_hypernym,01503061,0
02451951,_hypernym,04907269,0
00059376,_derivationally_related_form,00329031,0
12506181,_hypernym,12334293,0
00240293,_hypernym,03709206,0
00828779,_derivationally_related_form,02446651,0
03238131,_hypernym,04065464,0
00525453,_verb_group,02629793,0
03940256,_has_part,15279104,0
02298160,_derivationally_related_form,02297409,0
00589318,_hypernym,10480253,0
11011764,_instance_hypernym,00973077,0
11011764,_instance_hypernym,10423589,0
02531199,_hypernym,00786195,0
04796490,_hypernym,04341686,0
02344381,_derivationally_related_form,02341266,0
01612053,_derivationally_related_form,00788821,0
12350234,_hypernym,11555413,0
13580415,_derivationally_related_form,05112609,0
01098206,_hypernym,01158190,0
02554647,_derivationally_related_form,02554922,0
02505141,_derivationally_related_form,02504131,0
00190023,_hypernym,06841365,0
00327031,_derivationally_related_form,02685299,0
05607126,_hypernym,04828925,0
07508486,_derivationally_related_form,07508806,0
01430111,_derivationally_related_form,01925372,0
00120943,_synset_domain_topic_of,00243918,0
01036996,_hypernym,02488834,0
02329093,_member_meronym,02368399,0
11953038,_has_part,13718451,0
00573671,_synset_domain_topic_of,06277280,0
00044900,_hypernym,00023100,0
02140970,_member_meronym,01913035,0
00410406,_hypernym,10376523,0
04802198,_also_see,00021766,0
08038995,_derivationally_related_form,01068012,0
07133701,_hypernym,00964694,0
01624633,_derivationally_related_form,01460421,0
07157273,_member_of_domain_usage,03904183,0
05637558,_derivationally_related_form,05638063,0
01498822,_member_meronym,01492212,0
02044866,_hypernym,13887509,0
00290276,_derivationally_related_form,00331655,0
05785311,_derivationally_related_form,00877345,0
12680125,_hypernym,10009276,0
02614788,_member_meronym,11727976,0
00028362,_derivationally_related_form,04631700,0
09044862,_member_of_domain_region,07795598,0
01204191,_derivationally_related_form,07570720,0
01496617,_hypernym,01429349,0
00657550,_derivationally_related_form,10140783,0
01201574,_derivationally_related_form,01201089,0
01830183,_hypernym,14836127,0
00480221,_hypernym,00032613,0
09044862,_member_of_domain_region,08230294,0
12838027,_member_meronym,11973159,0
01556178,_derivationally_related_form,01319562,0
09775907,_derivationally_related_form,09615807,0
08766988,_has_part,09041199,0
07075172,_member_of_domain_usage,03763727,0
05748285,_derivationally_related_form,05748786,0
04153751,_also_see,01352996,0
04733640,_derivationally_related_form,04735233,0
00413239,_derivationally_related_form,02712243,0
06892016,_derivationally_related_form,06893885,0
01261293,_derivationally_related_form,07520112,0
00060185,_derivationally_related_form,00063095,0
09065557,_instance_hypernym,08537837,0
00759501,_derivationally_related_form,00759657,0
08766988,_has_part,08964474,0
01091905,_hypernym,02298160,0
01103180,_hypernym,01101913,0
01020936,_derivationally_related_form,01019524,0
09117351,_has_part,09103217,0
02273545,_member_meronym,02307007,0
04850996,_derivationally_related_form,02579447,0
09050730,_derivationally_related_form,02927512,0
02987177,_derivationally_related_form,00119873,0
05513529,_hypernym,05219923,0
12727518,_hypernym,12724942,0
09044862,_has_part,08847268,0
10734963,_hypernym,03249569,0
09285254,_derivationally_related_form,09222051,0
01501793,_hypernym,06943558,0
08581503,_hypernym,05009170,0
03343853,_has_part,02984699,0
02913152,_has_part,07772788,0
09060768,_has_part,05526175,0
06196284,_hypernym,00670991,0
00187526,_derivationally_related_form,00189062,0
09690371,_hypernym,13576355,0
06399631,_derivationally_related_form,02671421,0
02567147,_hypernym,00770543,0
07139151,_hypernym,00371314,0
13815152,_hypernym,15286249,0
04642980,_derivationally_related_form,04642258,0
02505342,_hypernym,05203649,0
06531657,_hypernym,06481156,0
14889479,_verb_group,00239614,0
02149899,_hypernym,02123903,0
13451508,_derivationally_related_form,13491060,0
03335030,_hypernym,01090335,0
02598143,_hypernym,07975026,0
11911591,_member_meronym,12857024,0
10091012,_derivationally_related_form,10206173,0
08995242,_instance_hypernym,08691669,0
08463647,_derivationally_related_form,03709644,0
01635432,_hypernym,03265874,0
00870213,_hypernym,07224151,0
02238462,_derivationally_related_form,02230990,0
08188449,_derivationally_related_form,03024064,0
02710429,_derivationally_related_form,03429288,0
10221656,_hypernym,04710127,0
12538603,_hypernym,13261779,0
00189565,_hypernym,01111816,0
13143758,_hypernym,11714853,0
04826771,_also_see,01781478,0
11011764,_instance_hypernym,08665504,0
04833458,_hypernym,04833687,0
09632518,_verb_group,02410855,0
08176077,_member_meronym,09731571,0
13518963,_derivationally_related_form,13463490,0
01043612,_derivationally_related_form,01039330,0
00604576,_derivationally_related_form,00604930,0
09018162,_derivationally_related_form,02625648,0
00013615,_hypernym,00010241,0
11910271,_hypernym,12651821,0
14563564,_hypernym,13925752,0
09222051,_derivationally_related_form,00377169,0
01169317,_derivationally_related_form,01169744,0
08191987,_has_part,08396537,0
09044862,_has_part,09343422,0
11896722,_member_meronym,11878283,0
01665541,_hypernym,04922338,0
06021761,_hypernym,06023969,0
04681230,_derivationally_related_form,04682462,0
00380698,_derivationally_related_form,00380424,0
01332730,_derivationally_related_form,01358328,0
01389188,_member_meronym,01391174,0
01711662,_member_meronym,01717016,0
01295275,_derivationally_related_form,01656788,0
11064834,_instance_hypernym,10030277,0
11011764,_instance_hypernym,10430665,0
01067192,_derivationally_related_form,02642814,0
07010541,_hypernym,07010821,0
05964098,_hypernym,15098161,0
07075172,_member_of_domain_usage,02527085,0
12931738,_member_meronym,12936999,0
01184407,_derivationally_related_form,01181902,0
00154433,_hypernym,00665886,0
00549284,_derivationally_related_form,00756331,0
00528397,_hypernym,00531201,0
13798491,_synset_domain_topic_of,00475787,0
12021499,_hypernym,15166462,0
08711974,_has_part,08733415,0
02025530,_hypernym,01507175,0
13244109,_derivationally_related_form,13247554,0
00011757,_derivationally_related_form,00692329,0
12504094,_hypernym,13100677,0
02070466,_hypernym,07406765,0
08995242,_instance_hypernym,09296121,0
08133536,_has_part,13627516,0
10628222,_derivationally_related_form,09738708,0
13558003,_derivationally_related_form,13475538,0
08860123,_member_of_domain_region,09218641,0
02913152,_has_part,08537837,0
07234230,_derivationally_related_form,07237758,0
11907267,_derivationally_related_form,01476154,0
00747135,_derivationally_related_form,00751389,0
00358089,_derivationally_related_form,03141702,0
00090779,_hypernym,02199590,0
13777344,_derivationally_related_form,02338975,0
00079212,_derivationally_related_form,02713852,0
00714718,_hypernym,14479615,0
08123167,_has_part,00566298,0
07131854,_hypernym,00978549,0
08766988,_has_part,08805801,0
02340543,_hypernym,03575240,0
07135734,_derivationally_related_form,10630188,0
00209174,_derivationally_related_form,00209598,0
02366105,_hypernym,10677271,0
01331689,_derivationally_related_form,01329239,0
14597413,_derivationally_related_form,14597758,0
08860123,_member_of_domain_region,03443543,0
12565368,_hypernym,12268246,0
14526182,_derivationally_related_form,10636598,0
01009637,_hypernym,02478701,0
11011764,_instance_hypernym,10214637,0
11766609,_member_meronym,11774513,0
02636921,_hypernym,00766234,0
11011764,_instance_hypernym,08557482,0
01701311,_derivationally_related_form,00988287,0
02009433,_also_see,02076027,0
09950457,_derivationally_related_form,10415230,0
09148970,_has_part,09126305,0
02869563,_has_part,05340599,0
11011764,_instance_hypernym,08574314,0
12819728,_hypernym,09634494,0
04426788,_derivationally_related_form,02861509,0
06295235,_member_of_domain_usage,07674749,0
01140839,_hypernym,02391803,0
09044862,_member_of_domain_region,08349548,0
00692506,_derivationally_related_form,00692349,0
12021120,_hypernym,07037465,0
01531742,_derivationally_related_form,06855207,0
05264545,_hypernym,02238085,0
01814815,_derivationally_related_form,01815185,0
04827652,_derivationally_related_form,04873939,0
08723006,_has_part,09264425,0
02107248,_hypernym,05299178,0
02624263,_derivationally_related_form,02625016,0
00418921,_hypernym,01301051,0
01904930,_derivationally_related_form,01917244,0
13960464,_also_see,02461723,0
13798814,_synset_domain_topic_of,06157326,0
01501793,_hypernym,10740868,0
00368109,_hypernym,13583724,0
00753428,_derivationally_related_form,00793580,0
12076075,_hypernym,12131550,0
10316164,_hypernym,01355326,0
02550296,_hypernym,02549581,0
08766988,_has_part,09031653,0
04380346,_hypernym,02996840,0
09453288,_instance_hypernym,08337324,0
14540564,_hypernym,01323958,0
02525543,_member_meronym,02615829,0
07214894,_derivationally_related_form,07214267,0
11939887,_hypernym,11940006,0
05149695,_also_see,01195536,0
04677514,_hypernym,00142191,0
00194696,_hypernym,14802450,0
05176607,_derivationally_related_form,06691083,0
01610666,_derivationally_related_form,01610463,0
00226566,_derivationally_related_form,00227165,0
00386715,_derivationally_related_form,01385017,0
01341876,_member_meronym,01356086,0
00263682,_member_meronym,02655020,0
00339934,_derivationally_related_form,00341285,0
00313171,_hypernym,13085113,0
13609214,_hypernym,13604275,0
08334693,_synset_domain_topic_of,06613686,0
00604228,_derivationally_related_form,00590269,0
01502654,_hypernym,09334396,0
00334509,_derivationally_related_form,00334935,0
00671190,_derivationally_related_form,00712389,0
02618149,_derivationally_related_form,02616713,0
02410855,_derivationally_related_form,09767197,0
15201116,_hypernym,15158816,0
11011764,_instance_hypernym,10088390,0
10733117,_hypernym,03516011,0
15224293,_hypernym,05124057,0
07075172,_member_of_domain_usage,04434932,0
11544769,_member_meronym,13192025,0
12998349,_hypernym,11590783,0
04392764,_hypernym,03431243,0
10301261,_hypernym,10053004,0
12609638,_member_meronym,12607896,0
01313249,_derivationally_related_form,01233387,0
01901289,_hypernym,00331950,0
07140659,_derivationally_related_form,07144190,0
07157273,_member_of_domain_usage,01172598,0
01649999,_derivationally_related_form,01643657,0
04321534,_also_see,02323286,0
00811355,_hypernym,02282506,0
08236963,_derivationally_related_form,08236621,0
12680864,_hypernym,02355227,0
00233386,_derivationally_related_form,00231567,0
02413140,_hypernym,10053808,0
06207029,_derivationally_related_form,06207199,0
00057895,_hypernym,02376542,0
01603303,_hypernym,14625458,0
01216670,_derivationally_related_form,01216004,0
12854600,_hypernym,01825930,0
01258828,_hypernym,10276045,0
00353782,_derivationally_related_form,00351638,0
01308381,_derivationally_related_form,02405390,0
12892226,_member_meronym,11945228,0
12226322,_member_meronym,12188120,0
10231087,_derivationally_related_form,10338707,0
01724083,_derivationally_related_form,00849939,0
04878861,_derivationally_related_form,04879092,0
00589691,_hypernym,01531742,0
06089447,_hypernym,00015388,0
08982587,_has_part,12578916,0
04756887,_derivationally_related_form,04757522,0
08900535,_has_part,00471277,0
04519536,_hypernym,05395286,0
10118382,_hypernym,09385911,0
09690371,_hypernym,09686536,0
00823436,_also_see,00075515,0
04530566,_has_part,08639776,0
00882948,_hypernym,06686736,0
00100551,_hypernym,00099721,0
00606370,_derivationally_related_form,00609236,0
00759551,_derivationally_related_form,13971561,0
00931467,_derivationally_related_form,00932798,0
07129867,_hypernym,00941990,0
12280886,_member_meronym,01998741,0
05267345,_hypernym,05267548,0
08292418,_member_meronym,11861021,0
12036939,_hypernym,12432808,0
04530566,_has_part,06655388,0
00343249,_derivationally_related_form,13878112,0
06181584,_hypernym,06174404,0
01860795,_derivationally_related_form,01861403,0
10672662,_derivationally_related_form,10084635,0
03242713,_verb_group,01930482,0
02276866,_hypernym,10707804,0
12375294,_member_meronym,12006306,0
05372593,_hypernym,05225602,0
01127215,_hypernym,02796623,0
00796392,_hypernym,06542047,0
07458453,_derivationally_related_form,07460104,0
00550117,_derivationally_related_form,00551065,0
12907057,_hypernym,02416519,0
01429349,_member_meronym,02616572,0
02296984,_hypernym,06791372,0
09077821,_instance_hypernym,08698126,0
00082563,_hypernym,04074482,0
00359511,_derivationally_related_form,01569181,0
11011764,_instance_hypernym,10450303,0
01119421,_derivationally_related_form,02763283,0
